,id,user_name,user_location,user_description,user_created,user_followers,date,text,favorites,retweets,is_retweet
10,1362211549176332289,tloving138,,,2012-04-28 10:13:56,969,2021-02-18 01:25:16,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
11,1362209578499383298,Scott502,Kentucky,"Living life in the now of 502. Views expressed my 2-cents. RT, Follow, or ❤️ ≠ Endorsement. Find me @AARPKY #AARPSalutesVets",2011-10-06 19:14:48,969,2021-02-18 01:17:26,RT @AARPKY: Kentucky’s COVID-19 vaccine program to get a supply boost of more than 20% next week https://t.co/futM2gRgBd #shotofhope,0,2,True
12,1362203899692777474,jenjenschneids,Granby ct,Bentley University Alumni,2017-04-06 23:53:20,26,2021-02-18 00:54:52,RT @THOfNewEngland: Governor Ned Lamont received his first dose of the #ShotOfHope yesterday at the The First Cathedral in Bloomfield. @Gov…,0,2,True
13,1362189977044606976,ConnieSmithCEO,"Bowling Green, KY",President and CEO Med Center Health,2020-03-16 14:04:21,674,2021-02-17 23:59:33,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
14,1362182006700793857,IamaCassandra,Under the rainbow...✨,"Patrice Liberatti 🇬🇧🇨🇦🐘Chemical Engineering, Love elephants, NYT crosswording, Jeopardy, Quiz games, & the English language. MamaCat to 5 disparate kits.",2012-08-28 20:22:36,584,2021-02-17 23:27:53,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
15,1362180456154718208,BlakeGirardot,Beautiful Gregory Michigan,"Mgr @makeloveland, former @hotosm I work with #GIS #SpatialData #EO #UAV #parcels Views my own. he/his/him Free researcher geospatial consults, DM me.",2014-11-16 04:33:46,833,2021-02-17 23:21:43,RT @Akinfe: quick update: got my 2nd shot of #moderna a few days ago. had minor soreness around the injection site the first 2 days but tha…,0,6,True
16,1362176178845532161,Akinfe,NYC,♔International Photographer | Content Creator | Public Health | Contributor: @MusicNewsWeb @thewiremagazine @Blavity + @AllAboutJazz | HU🎓 | NYU🎓 | 📷📝♔,2009-04-09 23:12:40,6909,2021-02-17 23:04:43,RT @Akinfe: quick update: got my 2nd shot of #moderna a few days ago. had minor soreness around the injection site the first 2 days but tha…,0,6,True
17,1362175304756772864,SchoolsMichigan,Michigan ,"Dedicated to promoting, sharing and supporting all things regarding schools, districts, policies, students and families in Michigan. #MichEd #PureMichigan",2015-02-03 17:41:20,5371,2021-02-17 23:01:15,"RT @MieschTodd: Thanks to all the medical field front line workers and volunteers who are doing so much good!  ALL VACCINATED UP!
#ShotOfHo…",0,3,True
18,1362174766354989056,ChrisSeabolt,"Bowling Green, KY","Married to @tabbyseabolt. Dad to Cady, Dylan & Corbin. BGHS School Guidance Counselor, Offensive Coordinator at Bowling Green High School, AD at BGJHS",2011-03-05 03:39:22,1271,2021-02-17 22:59:06,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
19,1362174068141752324,acosta_cynthia,,Pediatra infectólogo/ Mamá de tiempo completo/ #YoSiUsoCubrebocas,2011-12-17 04:11:44,152,2021-02-17 22:56:20,"RT @MieschTodd: Thanks to all the medical field front line workers and volunteers who are doing so much good!  ALL VACCINATED UP!
#ShotOfHo…",0,3,True
20,1362173316639916032,MedCenterHealth,"Kentucky, USA",Med Center Health is a full-service healthcare provider in Southcentral Kentucky. Giving you the care you need. Right here.,2016-04-20 19:43:52,1551,2021-02-17 22:53:21,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
21,1362169867303063554,Coachk024,,,2018-09-25 17:12:30,48,2021-02-17 22:39:38,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
22,1362168284116897795,SaintFrancisCT,"Hartford, Connecticut","Here at Saint Francis, we are committed to exceeding the expectations of our patients and families by providing world-class service.",2016-03-03 16:43:35,1027,2021-02-17 22:33:21,RT @THOfNewEngland: Governor Ned Lamont received his first dose of the #ShotOfHope yesterday at the The First Cathedral in Bloomfield. @Gov…,0,2,True
23,1362168220355080199,THOfNewEngland,"Hartford, CT","We, Trinity Health, serve together in the spirit of the Gospel as a compassionate and transforming healing presence within our communities.",2015-06-16 16:32:31,695,2021-02-17 22:33:06,Governor Ned Lamont received his first dose of the #ShotOfHope yesterday at the The First Cathedral in Bloomfield.… https://t.co/XaNI8enEC2,2,2,True
24,1362157865641779201,brdautremont,,"Watching my world, adding something positive when I can.",2010-01-24 19:24:48,559,2021-02-17 21:51:57,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
25,1362157362845474822,rgsowell,,,2013-07-24 18:16:20,525,2021-02-17 21:49:57,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
26,1362154821713813508,MrsMieschigan,,"Wife to @MieschTodd,Mom to three incredible Mini- Miesch, Social Studies Teacher, Learner, amateur party planner and follower of Jesus.",2013-05-03 13:36:56,227,2021-02-17 21:39:51,Grateful to all the scientists who probably haven’t spent much time with their kids so we can have many more years… https://t.co/ueuarcCRez,19,0,False
27,1362153934463373319,KellCusmano,"Rochester Hills, MI",HS ELA & Leadership T. she/hers. MIASCD Board. ELA reviewer @Edreports. MASC AOY '17. ASCD EL '16. Twin of @sarah_giddings1. Mom of 2!,2013-07-16 01:12:44,2496,2021-02-17 21:36:20,"RT @MieschTodd: Thanks to all the medical field front line workers and volunteers who are doing so much good!  ALL VACCINATED UP!
#ShotOfHo…",0,3,True
28,1362150891172687872,KGreifD,,"Educator, treaty 6 resident, believer in equality.",2017-03-26 00:17:51,154,2021-02-17 21:24:14,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
29,1362149179771019265,MieschTodd,"Rochester Hills, MI","husband to @MrsMieschigan, dad, follower of Him. Humble comedian....teacher by trade",2018-11-05 18:01:30,290,2021-02-17 21:17:26,Thanks to all the medical field front line workers and volunteers who are doing so much good!  ALL VACCINATED UP!… https://t.co/H4eoZaohYc,26,3,True
30,1362147718156673026,jlowebgreen,"Bowling Green, KY","Transition & Student Support Counselor, Bowling Green Ind. School District",2014-11-12 19:09:07,277,2021-02-17 21:11:38,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
31,1362146667886043141,carley_monique,,,2021-01-25 21:08:02,3,2021-02-17 21:07:27,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
32,1362144203455750150,Shine19012085,,,2020-09-11 05:34:11,0,2021-02-17 20:57:40,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
33,1362144130923712521,BGISDgaryfields,"Bowling Green, KY",Superintendent of the Bowling Green Independent School District,2015-05-14 21:05:30,3379,2021-02-17 20:57:22,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
34,1362144116784599040,Penny_Sarah,calgary,Mom of two. Advocate for my medically fragile boy. A self declared expert in dealing with white coats and the art of polite-bossy.,2011-01-07 22:02:18,288,2021-02-17 20:57:19,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
35,1362143566332624899,NewsByAaron,"Bowling Green, KY","Education reporter for https://t.co/Y41Azb53Pt. Sometimes breaking news, too. Story tips: amudd@bgdailynews.com.",2014-03-02 21:21:43,1890,2021-02-17 20:55:08,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
36,1362143335821897729,CMOH_Alberta,Alberta,"Alberta’s Chief Medical Officer of Health. Account run by staff, providing public health updates on COVID-19. Essential info: https://t.co/Hq1t7pOpwT",2020-03-16 20:58:32,126472,2021-02-17 20:54:13,"RT @AHS_media: “Looking at how hard these scientists have probably worked to get this vaccine made in such a short amount of time,”says ICU…",0,12,True
37,1362143223272124417,ksbanews,"Frankfort, Kentucky","Kentucky School Boards Association. Leading advocate for public school boards. Across the Board: Service, Support & Success. Retweets do not imply endorsement.",2009-06-27 18:16:14,5452,2021-02-17 20:53:46,RT @BGISD: THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our employees a #sh…,0,11,True
38,1362142843314311171,BGISD,"Bowling Green, Kentucky","Every day, accomplishments of students and employees provide evidence of the district’s motto: “Excellence is Worth the Effort.”",2009-02-26 21:06:29,6560,2021-02-17 20:52:15,THANK YOU @MedCenterHealth and all volunteers working the Vaccine Clinic. This team has provided over 70% of our em… https://t.co/2oNRyCB7u5,101,11,True
39,1362137523187834891,kentuckyrachel,"Louisville, KY","'...in real life, most all of the extraordinary things happen with no more loudness than a whisper.' - Silas House • Tweets are my own/RTs aren't endorsements",2016-02-05 21:08:35,124,2021-02-17 20:31:07,RT @AARPKY: Kentucky’s COVID-19 vaccine program to get a supply boost of more than 20% next week https://t.co/futM2gRgBd #shotofhope,0,2,True
40,1362136566647451650,LeelaAheer,"Alberta, Canada","Alberta’s Minister of Culture, Multiculturalism and Status of Women • @Alberta_UCP MLA for Chestermere-Strathmore",2015-02-03 03:32:12,7580,2021-02-17 20:27:19,"RT @AHS_media: Abdul Makalaj, 86, was cheerful upon receiving the COVID-19 vaccine from Registered nurse Corrina Bennett at Silvera Aspen i…",0,7,True
41,1362134846668238848,AARPKY,Bluegrass State,"Official AARP Kentucky Twitter. Get to know us: https://t.co/ufPeUPIjNr Member Helpline 888-OUR-AARP. Follows, mentions and retweets are not endorsements.",2009-07-25 15:14:41,3266,2021-02-17 20:20:29,Kentucky’s COVID-19 vaccine program to get a supply boost of more than 20% next week https://t.co/futM2gRgBd #shotofhope,2,2,True
42,1362128236650639366,Bowen_Center,"Indiana, USA","Mental Healthcare, Primary Healthcare and Substance Use Treatment ~ improving the health and well-being of those we are privileged to serve.",2015-09-11 15:38:56,266,2021-02-17 19:54:13,Get the shot! The vaccines have been thoroughly tested to be safe and 95% effective to prevent you from getting COV… https://t.co/rolC8S8anA,0,0,False
43,1362125543802560516,stevestanley32,"Virginia, USA",Navy & Marine Corps Public Health Strategic Comms Manager; Retired Air Force Public Affairs; Project Management Professional; Organizational Leadership Expert,2019-12-16 16:23:25,11,2021-02-17 19:43:31,RT @BetteratMartin: We are more than excited to be providing the vaccine to our High Risk Beneficiaries at the North Columbus Medical Home…,0,2,True
44,1362125511938433029,stevestanley32,"Virginia, USA",Navy & Marine Corps Public Health Strategic Comms Manager; Retired Air Force Public Affairs; Project Management Professional; Organizational Leadership Expert,2019-12-16 16:23:25,11,2021-02-17 19:43:23,RT @BetteratMartin: Meet the current staff at the North Columbus Medical Home location where we are delivering the vaccine to appointment r…,0,1,True
45,1362125445584592903,stevestanley32,"Virginia, USA",Navy & Marine Corps Public Health Strategic Comms Manager; Retired Air Force Public Affairs; Project Management Professional; Organizational Leadership Expert,2019-12-16 16:23:25,11,2021-02-17 19:43:07,RT @BetteratMartin: Meet more of the current staff at the North Columbus Medical Home location where we are delivering the vaccine to appoi…,0,2,True
46,1362122184060252170,Harper_al,"Bowling Green, KY",Educator and Life-long Learner; all thoughts and ideas expressed are my own,2009-01-24 18:45:36,1085,2021-02-17 19:30:10,#shotofhope number 2 today! https://t.co/Bi93z31oRO,11,0,False
47,1362120867120037892,LFCHD,"Lexington, KY",Helping Lexington be well. Nationally accredited by the Public Health Accreditation Board.,2009-05-13 18:02:50,5317,2021-02-17 19:24:56,"A COVID-19 vaccine update thread:

We’ve vaccinated more than 8,500 people against COVID-19!

While the amount of v… https://t.co/ko6KoD7V6U",2,1,True
48,1362116253188583428,nema,"Lexington, KY",working mom /wife /120 Strong co-founder / KY state flower/ accidental “advocist” /coal miner’s daughter / “idiot hillbilly” / “horrible person”,2008-08-12 18:56:44,4455,2021-02-17 19:06:36,Thank you to the wonderful staff and volunteers @UK_HealthCare Let’s get back to good. But let’s commit to be bette… https://t.co/KiQ9ztKAcJ,49,0,False
49,1362115478341132290,beccaibbotson,"Calgary, Alberta",nurse by day Mom all the time.,2015-08-08 21:35:00,17,2021-02-17 19:03:31,"RT @AHS_media: “I’m very, very lucky,” says Adrianus Van Kessel. A long-term care resident in Airdrie’s Luxstone Manor, he received his sec…",0,4,True
50,1362115307356192771,gi_pelley,"Alabama, USA","Retired Soldier, part-time counselor at a Veteran nonprofit and full-time mom to my amazing son!",2016-03-08 18:51:37,63,2021-02-17 19:02:50,Read the thread... and share!! #covidsucks #gettheshot #dontbestupid https://t.co/jFrosZVL3G,1,0,False
51,1362114033357365250,mamarawlins,,"Christian wife, mother and advocate for seniors, children and those living with cystic fibrosis. Alpha Kappa Alpha woman. Wear a Mask! BLM!",2013-06-11 17:17:37,294,2021-02-17 18:57:47,"RT @AARPKY: Even with more than 150 COVID-19 vaccination sites in Kentucky, @GovAndyBeshear says he knows ""...there are still challenges fo…",0,10,True
52,1362108862799601669,home_alberta,Alberta Canada,"Home in Alberta, loving life, my family & four dogs, two bearded dragons, crested gecko, corn snake. Commercial Project Manager looking for new opportunities.",2020-12-09 22:26:48,2,2021-02-17 18:37:14,"RT @AHS_media: “I’m very, very lucky,” says Adrianus Van Kessel. A long-term care resident in Airdrie’s Luxstone Manor, he received his sec…",0,4,True
53,1362097040449298437,ckersey32,"Lexington, KY",,2008-11-18 19:11:03,280,2021-02-17 17:50:15,RT @DrJWEvansJr: Thankful and Blessed! Second #shotofhope completed @UK_HealthCare @KEDC1 #lovekypubliceducation https://t.co/7A4J657p7g,0,2,True
54,1362092224280997888,KEDC1,"Ashland, KY",Kentucky Educational Development Corporation is your trusted partner in education. We provide service and support for teachers and administrators.,2012-11-06 16:03:31,1959,2021-02-17 17:31:07,RT @DrJWEvansJr: Thankful and Blessed! Second #shotofhope completed @UK_HealthCare @KEDC1 #lovekypubliceducation https://t.co/7A4J657p7g,0,2,True
55,1362089554262577154,DrJWEvansJr,"Kentucky, USA",KEDC Consultant•Former Supt•Grateful for Family•Friends•Life•2017 KSBA Dupree SOY•2018 KASA SOY•Lifelong Learner,2014-08-05 18:11:37,2494,2021-02-17 17:20:30,Thankful and Blessed! Second #shotofhope completed @UK_HealthCare @KEDC1 #lovekypubliceducation https://t.co/7A4J657p7g,22,2,True
56,1362075605899104256,PinnacleTC_Hope,"New Jersey, USA","Provider of substance use disorder treatment in CA, GA, IN, KY, NJ, OH, PA & VA. Full continuum of care: detox, residential, outpatient, MAT, sober living.",2017-06-14 01:28:40,409,2021-02-17 16:25:05,"Holly Broce, president of our Opioid Treatment Program (OTP) Division, and Kelly Priegnitz, our chief legal and com… https://t.co/3HEFYsReD2",2,1,True
57,1362071366594420737,THOfNewEngland,"Hartford, CT","We, Trinity Health, serve together in the spirit of the Gospel as a compassionate and transforming healing presence within our communities.",2015-06-16 16:32:31,695,2021-02-17 16:08:14,"It takes a great deal of behind the scenes work to bring our vaccination clinics to life. Steve, our Digital Market… https://t.co/67Zi60FMNU",0,0,False
58,1362071129029021699,BridgetVirtue3,"Milwaukee, WI","Black Woman. Mama. Child of God. QB Solutions. Dignity in Leadership.. HR professional. Sigma Gamma Rho Sorority, Inc. BlankSpaceMKE. Queen B - The Writer.  🖤",2010-02-13 15:33:21,854,2021-02-17 16:07:17,RT @SafeSoundInc: Got questions about the COVID-19 #vaccine? Join us tomorrow as we chat with Dr. Haider-Shah about everything you need to…,0,1,True
59,1362057858976776194,KevinBSneed,"Tampa, FL",USF Taneja COP Founding Dean; Active Primary Care clinical pharmacist; RxFuturist w/ Healthcare; married 2 a beautiful woman; father;#mHealth user;Blessed🙏🏽,2012-07-15 14:11:33,1054,2021-02-17 15:14:34,Big #ThankYou to @JasmineStylesTV for being such a fantastic moderator on the @TBABJ #COVID19 webinar last evening.… https://t.co/RuRWu0yQ07,6,0,False
60,1362056925295370244,SafeSoundInc,"Milwaukee, WI","We unite residents, youth, law enforcement, and community resources to build safe and empowered neighborhoods. #SafeSoundMKE",2011-10-25 16:21:59,2026,2021-02-17 15:10:51,Got questions about the COVID-19 #vaccine? Join us tomorrow as we chat with Dr. Haider-Shah about everything you ne… https://t.co/H93qLxlMyW,2,1,True
61,1361914077396803587,bradbarker5,,Diehard #Card Diehard #DaBears Husband Father #BirdGang #L1C4 #Reds @barker_tammy most beautiful woman ever,2012-04-17 05:15:37,945,2021-02-17 05:43:13,@sadnky Got my 2nd dose yesterday morning about 8:30 and by 10 pm I felt like I had been hit by a truck!! By 4 pm t… https://t.co/aGJbcge1ON,1,0,False
62,1361876338739535874,RabiaAtayee,"San Diego, CA","Mom | Associate Dean of Admissions and Outreach |Palliative Care Pharmacist| Member of SPPCP; Tweets are my own, retweet is not an endorsement",2015-12-29 19:09:38,406,2021-02-17 03:13:16,"RT @rabrazzak: I got the #ShotOfHope. I’m thankful for the researchers, doctors, leaders, transporters, volunteers and others who made this…",0,20,True
63,1361873124267065355,jhishta,"Virginia, USA","SVP Campaigns, @AARPadvocates. Longtime political operative/consultant. College football fanatic, obsessed about my dogs. Love my life, my wife and my two kids!",2012-01-03 19:59:53,1326,2021-02-17 03:00:29,"RT @AARPKY: We have your latest COVID-19 vaccine information and updates in #Kentucky.
 
☑️ https://t.co/pyIt0v1a19 
#vaccine #shotofhope",0,1,True
64,1361865187364638720,InEarnest3,,Designer Byron Lars,2020-11-24 03:01:13,8,2021-02-17 02:28:57,"#Tuesday #Talent | When #photographer 📸 @KeithMajor goes High⬆️ , he also goes Low⬇️....anything to #GetTheShot… https://t.co/29Hq9zFUCq",0,0,False
65,1361851954104852486,GinaLipere,New Jersey,Creative Director. Anime Otaku. Sushi Enthusiast. XX,2011-09-19 02:39:16,236,2021-02-17 01:36:22,"One stab down, one to go! Thank you to CentraState in Freehold for their excellent care and organization!… https://t.co/udhlXnANYQ",5,0,False
66,1361836927436128262,LuckyLuna07,Planetary Citizen,"BLM! Progressive, Green New Deal, No Justice, No Peace! Go NAVY! Go Louisville Cards! Go Yankees!",2014-08-11 01:12:17,4389,2021-02-17 00:36:39,"RT @GovAndyBeshear: This is a special moment. @Destiny_Walburn and her uncle joined me to honor her Dad, Rob Perry, many months ago after h…",0,11,True
67,1361836808607268865,LuckyLuna07,Planetary Citizen,"BLM! Progressive, Green New Deal, No Justice, No Peace! Go NAVY! Go Louisville Cards! Go Yankees!",2014-08-11 01:12:17,4389,2021-02-17 00:36:11,RT @GovAndyBeshear: I was proud to take part in Louisville's International Community Vaccination Day at Broadbent Arena as we continue to p…,0,21,True
68,1361831165234151424,BulldogCO181AR,"Fort Benning, GA","The Official page of the Company Commander of B Co, 1-81 AR. Tweets are conducted by CPT Stanford Johnson. Follows, likes, and RTs do not imply DOD endorsement.",2020-06-19 17:15:09,113,2021-02-17 00:13:46,"RT @194thARBDE: CPT Johnson explains why it was important for him to get the #COVIDVaccine, and why the health of our Soldiers is paramount…",0,2,True
69,1361831065988513793,AARPKY,Bluegrass State,"Official AARP Kentucky Twitter. Get to know us: https://t.co/ufPeUPIjNr Member Helpline 888-OUR-AARP. Follows, mentions and retweets are not endorsements.",2009-07-25 15:14:41,3266,2021-02-17 00:13:22,"We have your latest COVID-19 vaccine information and updates in #Kentucky.
 
☑️ https://t.co/pyIt0v1a19 
#vaccine… https://t.co/6q90WnUTJ4",4,1,True
70,1361825675959799814,Scott502,Kentucky,"Living life in the now of 502. Views expressed my 2-cents. RT, Follow, or ❤️ ≠ Endorsement. Find me @AARPKY #AARPSalutesVets",2011-10-06 19:14:48,969,2021-02-16 23:51:57,"RT @AARPKY: Even with more than 150 COVID-19 vaccination sites in Kentucky, @GovAndyBeshear says he knows ""...there are still challenges fo…",0,10,True
71,1361818575837798400,KarenGuffey3,,,2017-03-27 17:34:56,296,2021-02-16 23:23:44,"RT @LtGovColeman: Congratulations and Happy Valentine's Day, Linda and Tom! I can't think of a greater demonstration of love than protectin…",0,1,True
72,1361816125328289797,LtGovColeman,"Frankfort, Kentucky",The official account of the Lt. Governor of Kentucky and Secretary of the Education and Workforce Development Cabinet. Tweets from Jacqueline are signed ^JC.,2019-11-07 21:26:43,15583,2021-02-16 23:14:00,"Congratulations and Happy Valentine's Day, Linda and Tom! I can't think of a greater demonstration of love than pro… https://t.co/QT9EkvmcLQ",15,1,True
73,1361807328807440396,VisitLEX,"Lexington, Kentucky","Official Tourism Account.  

Sharing the sights and sounds of Lexington, KY. Tag your tweets with #ShareTheLex to join the conversation.",2008-12-11 18:56:28,17575,2021-02-16 22:39:03,"RT @LexingtonKyGov: Tell your family, tell your friends – everyone needs to get vaccinated when it's their turn. #LexDoThis #TogetherKentuc…",0,3,True
74,1361801309339480068,sadnky,"Louisville, Kentucky","Family, Louisville Cardinals, Collision Course Crew Tailgaters, San Francisco 49ers. Oh - I ❤️dogs🐾🐾 ❤️",2011-12-20 16:55:02,1286,2021-02-16 22:15:07,My Dose Two Covid Vaccine side effects lasted about a day. I got the shot on Sunday at 11:00 a.m. By Sunday night I… https://t.co/u8618QksAo,33,0,False
75,1361798609314922498,shandro,"Calgary, Alberta",Minister of Health • @Alberta_UCP MLA for Calgary-Acadia.,2007-12-21 04:36:43,13182,2021-02-16 22:04:24,"RT @AHS_media: Abdul Makalaj, 86, was cheerful upon receiving the COVID-19 vaccine from Registered nurse Corrina Bennett at Silvera Aspen i…",0,7,True
76,1361798408051302400,ChristiAnne67,Between Conspire & Inspire,"🍁 Canadian Antitheist/Polyatheist 🦄 Wife of @BP_Smith Expat Montréalaise who loves science, literature, music, film, her 3 kids & her Husky 🏳️‍🌈🏳️‍⚧️ #Ally",2009-09-03 15:39:40,5410,2021-02-16 22:03:36,"@boysek I love it! 

#Science
#VaccinesSaveLives
#ShotOfHope",1,0,False
77,1361793861476098054,DaviessFiscalCo,"Owensboro, KY","County government for the 100,000+ residents of Daviess County, KY.",2011-01-13 22:09:54,204,2021-02-16 21:45:32,"GRITS will provide transportation for COVID-19 vaccination appointments.

To schedule a ride, call (270)686-1651 or… https://t.co/piUF9BojR1",0,0,False
78,1361779828211523587,SwanQueen504,"Lexington, KY","My Two Homes: New Orleans & Lexington, Ky. Thoughts and Tweets my own. Follows, mentions, and RT's are not endorsements. Member @AARPKY Executive Council.",2018-03-20 15:27:52,62,2021-02-16 20:49:46,"RT @AARPKY: Even with more than 150 COVID-19 vaccination sites in Kentucky, @GovAndyBeshear says he knows ""...there are still challenges fo…",0,10,True
79,1361779423964397572,233f3142307e44a,"Calgary, Alberta",In public service for 45 years,2015-09-11 13:25:21,29,2021-02-16 20:48:09,"RT @AHS_media: Abdul Makalaj, 86, was cheerful upon receiving the COVID-19 vaccine from Registered nurse Corrina Bennett at Silvera Aspen i…",0,7,True
80,1361779325100388357,akkaufman,"Sequim, WA","#WearAMask #CrushCOVID - RTing news, #medtwitter, #epitwitter to amplify HCWs & science. Pro-Science Libertarian. Interested in Economic Futurism & Photography.",2009-10-28 13:51:21,553,2021-02-16 20:47:46,"RT @AHS_media: “I decided to get the vaccine to be able to better serve my patients at the hospital as well as the community,'"" says Regist…",0,3,True
81,1361778641244479492,GoAHealth,"Alberta, Canada",For help with government services call 310-0000 or send us a direct message.,2011-06-09 21:53:50,22707,2021-02-16 20:45:03,"RT @AHS_media: “I decided to get the vaccine to be able to better serve my patients at the hospital as well as the community,'"" says Regist…",0,3,True
